"Age","Education","Marital_Status","Occupation","Sex","Hours_PW","Nationality","Income"
49,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,",">50K"
41,"Some-college,","Never-married,","Protective-serv,","Male,","40,","United-States,","<=50K"
40,"Assoc-voc,","Married-civ-spouse,","Other-service,","Male,","30,","United-States,","<=50K"
38,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","55,","United-States,",">50K"
58,"HS-grad,","Never-married,","Transport-moving,","Male,","40,","Canada,","<=50K"
26,"Bachelors,","Never-married,","Other-service,","Female,","35,","United-States,","<=50K"
57,"10th,","Divorced,","Adm-clerical,","Female,","70,","Germany,","<=50K"
28,"HS-grad,","Married-civ-spouse,","Sales,","Male,","60,","United-States,","<=50K"
42,"HS-grad,","Separated,","Sales,","Female,","40,","United-States,","<=50K"
28,"Some-college,","Never-married,","Exec-managerial,","Male,","55,","United-States,","<=50K"
17,"9th,","Never-married,","?,","Male,","40,","United-States,","<=50K"
39,"9th,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
28,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
42,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","48,","United-States,",">50K"
51,"Some-college,","Divorced,","Sales,","Female,","50,","United-States,","<=50K"
27,"Some-college,","Never-married,","Adm-clerical,","Female,","39,","United-States,","<=50K"
41,"HS-grad,","Divorced,","Adm-clerical,","Female,","43,","United-States,","<=50K"
28,"Bachelors,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
54,"Some-college,","Divorced,","Farming-fishing,","Female,","30,","United-States,",">50K"
73,"HS-grad,","Widowed,","?,","Female,","8,","United-States,","<=50K"
49,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","30,","United-States,","<=50K"
47,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
27,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","49,","United-States,","<=50K"
42,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Female,","45,","United-States,",">50K"
32,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,","<=50K"
32,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","41,","United-States,","<=50K"
27,"Masters,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
29,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
22,"Assoc-voc,","Never-married,","Prof-specialty,","Male,","30,","United-States,","<=50K"
41,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,",">50K"
49,"Some-college,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,",">50K"
58,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","50,","United-States,","<=50K"
41,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","40,","United-States,",">50K"
26,"9th,","Married-civ-spouse,","Craft-repair,","Male,","35,","United-States,","<=50K"
21,"HS-grad,","Never-married,","Sales,","Male,","55,","United-States,","<=50K"
32,"HS-grad,","Married-civ-spouse,","?,","Female,","2,","United-States,",">50K"
37,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
23,"Bachelors,","Never-married,","Sales,","Male,","20,","United-States,","<=50K"
42,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
25,"HS-grad,","Married-civ-spouse,","Sales,","Male,","26,","United-States,",">50K"
67,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
41,"HS-grad,","Divorced,","Transport-moving,","Female,","38,","United-States,","<=50K"
49,"Masters,","Married-civ-spouse,","Prof-specialty,","Female,","50,","United-States,",">50K"
36,"Bachelors,","Divorced,","Prof-specialty,","Female,","45,","?,","<=50K"
18,"11th,","Never-married,","Craft-repair,","Male,","35,","United-States,","<=50K"
25,"5th-6th,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
43,"Prof-school,","Divorced,","Prof-specialty,","Male,","50,","United-States,","<=50K"
38,"Doctorate,","Married-civ-spouse,","Exec-managerial,","Female,","36,","United-States,",">50K"
21,"Some-college,","Never-married,","Sales,","Male,","20,","?,","<=50K"
65,"Bachelors,","Married-civ-spouse,","Sales,","Male,","15,","United-States,","<=50K"
66,"Assoc-voc,","Widowed,","Prof-specialty,","Female,","35,","United-States,","<=50K"
33,"11th,","Never-married,","Transport-moving,","Male,","60,","United-States,","<=50K"
51,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","38,","United-States,","<=50K"
27,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
17,"12th,","Never-married,","Other-service,","Female,","16,","United-States,","<=50K"
32,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,",">50K"
61,"HS-grad,","Widowed,","?,","Female,","36,","United-States,","<=50K"
38,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","Cuba,",">50K"
43,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
40,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","40,","Taiwan,",">50K"
63,"Bachelors,","Married-civ-spouse,","Sales,","Male,","35,","United-States,","<=50K"
76,"Some-college,","Married-civ-spouse,","?,","Male,","20,","United-States,",">50K"
42,"Assoc-acdm,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
43,"Bachelors,","Never-married,","Exec-managerial,","Male,","40,","United-States,",">50K"
76,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","30,","?,",">50K"
41,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,",">50K"
17,"10th,","Never-married,","Prof-specialty,","Male,","20,","United-States,","<=50K"
30,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
30,"Bachelors,","Never-married,","Prof-specialty,","Male,","50,","Iran,","<=50K"
22,"Some-college,","Never-married,","Other-service,","Male,","25,","United-States,","<=50K"
53,"Bachelors,","Divorced,","?,","Female,","20,","United-States,","<=50K"
28,"HS-grad,","Never-married,","Other-service,","Female,","52,","United-States,","<=50K"
25,"Assoc-voc,","Never-married,","?,","Female,","40,","United-States,","<=50K"
24,"Some-college,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
47,"10th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,",">50K"
34,"Assoc-voc,","Never-married,","Farming-fishing,","Male,","50,","United-States,","<=50K"
26,"Some-college,","Never-married,","Sales,","Female,","20,","United-States,","<=50K"
63,"Bachelors,","Widowed,","?,","Female,","56,","United-States,","<=50K"
25,"Assoc-voc,","Married-civ-spouse,","Exec-managerial,","Male,","75,","United-States,","<=50K"
28,"Bachelors,","Never-married,","Sales,","Male,","45,","United-States,","<=50K"
36,"HS-grad,","Never-married,","Craft-repair,","Female,","40,","United-States,","<=50K"
24,"Bachelors,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
51,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Female,","35,","Taiwan,","<=50K"
44,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
18,"12th,","Never-married,","Adm-clerical,","Male,","12,","United-States,","<=50K"
54,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
61,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
51,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,",">50K"
43,"7th-8th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
51,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
50,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Female,","40,","United-States,",">50K"
27,"HS-grad,","Never-married,","?,","Female,","25,","United-States,","<=50K"
24,"Some-college,","Married-civ-spouse,","Handlers-cleaners,","Male,","30,","United-States,","<=50K"
20,"Some-college,","Married-civ-spouse,","Other-service,","Male,","20,","United-States,","<=50K"
52,"Bachelors,","Divorced,","Exec-managerial,","Male,","40,","United-States,",">50K"
57,"7th-8th,","Divorced,","Other-service,","Male,","40,","United-States,","<=50K"
49,"Some-college,","Married-civ-spouse,","Sales,","Male,","60,","United-States,","<=50K"
42,"Bachelors,","Married-civ-spouse,","Adm-clerical,","Female,","35,","?,","<=50K"
22,"11th,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
38,"Some-college,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,",">50K"
21,"Some-college,","Never-married,","Sales,","Female,","20,","United-States,","<=50K"
39,"Bachelors,","Married-civ-spouse,","Protective-serv,","Male,","60,","United-States,",">50K"
52,"Some-college,","Never-married,","Prof-specialty,","Female,","35,","United-States,","<=50K"
25,"Assoc-acdm,","Never-married,","Tech-support,","Female,","40,","United-States,","<=50K"
50,"Some-college,","Married-spouse-absent,","Other-service,","Female,","40,","Cuba,","<=50K"
35,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","80,","United-States,","<=50K"
50,"Assoc-voc,","Separated,","Prof-specialty,","Female,","40,","United-States,","<=50K"
58,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","25,","United-States,","<=50K"
48,"Bachelors,","Divorced,","Exec-managerial,","Male,","45,","United-States,","<=50K"
30,"Some-college,","Divorced,","Adm-clerical,","Female,","35,","Canada,","<=50K"
18,"11th,","Never-married,","Handlers-cleaners,","Male,","12,","United-States,","<=50K"
29,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
52,"Some-college,","Married-civ-spouse,","Sales,","Male,","45,","United-States,","<=50K"
63,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
36,"Masters,","Married-civ-spouse,","Prof-specialty,","Female,","40,","United-States,",">50K"
24,"Some-college,","Never-married,","Machine-op-inspct,","Female,","42,","United-States,","<=50K"
30,"Assoc-acdm,","Never-married,","Protective-serv,","Male,","40,","United-States,","<=50K"
23,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","Mexico,","<=50K"
35,"HS-grad,","Divorced,","?,","Female,","20,","United-States,","<=50K"
21,"Bachelors,","Never-married,","Other-service,","Female,","20,","United-States,","<=50K"
28,"Some-college,","Never-married,","Craft-repair,","Male,","43,","Mexico,","<=50K"
20,"HS-grad,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
18,"11th,","Never-married,","Other-service,","Male,","20,","Scotland,","<=50K"
21,"Some-college,","Never-married,","Adm-clerical,","Female,","15,","United-States,","<=50K"
27,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
42,"Some-college,","Divorced,","Tech-support,","Female,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Other-service,","Female,","30,","United-States,","<=50K"
51,"Some-college,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
27,"Bachelors,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Transport-moving,","Male,","40,","United-States,","<=50K"
57,"Some-college,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
22,"Bachelors,","Never-married,","Prof-specialty,","Female,","12,","United-States,","<=50K"
59,"9th,","Married-civ-spouse,","Transport-moving,","Male,","60,","United-States,",">50K"
38,"HS-grad,","Divorced,","Transport-moving,","Male,","40,","United-States,","<=50K"
20,"HS-grad,","Never-married,","Transport-moving,","Male,","40,","United-States,","<=50K"
90,"9th,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
35,"Assoc-voc,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
50,"HS-grad,","Married-civ-spouse,","Protective-serv,","Male,","38,","United-States,",">50K"
45,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
44,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
23,"Assoc-acdm,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
34,"11th,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","Mexico,","<=50K"
23,"Bachelors,","Divorced,","Sales,","Female,","43,","United-States,","<=50K"
39,"Some-college,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,","<=50K"
19,"Some-college,","Never-married,","Handlers-cleaners,","Male,","55,","United-States,","<=50K"
54,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
40,"Masters,","Divorced,","Prof-specialty,","Male,","43,","United-States,","<=50K"
44,"Some-college,","Never-married,","Sales,","Male,","50,","United-States,","<=50K"
31,"Some-college,","Married-civ-spouse,","Adm-clerical,","Female,","20,","United-States,",">50K"
25,"9th,","Separated,","Handlers-cleaners,","Male,","40,","El-Salvador,","<=50K"
33,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Female,","32,","United-States,",">50K"
32,"HS-grad,","Never-married,","Transport-moving,","Male,","60,","United-States,","<=50K"
36,"10th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
47,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","55,","United-States,",">50K"
80,"Masters,","Widowed,","Prof-specialty,","Female,","10,","United-States,","<=50K"
21,"Some-college,","Never-married,","Sales,","Female,","8,","United-States,","<=50K"
35,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","60,","United-States,","<=50K"
77,"Masters,","Divorced,","?,","Male,","45,","United-States,","<=50K"
30,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
35,"HS-grad,","Married-civ-spouse,","?,","Male,","40,","United-States,","<=50K"
49,"7th-8th,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
33,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","25,","United-States,","<=50K"
53,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","45,","United-States,","<=50K"
41,"HS-grad,","Divorced,","Handlers-cleaners,","Male,","55,","United-States,","<=50K"
57,"Bachelors,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","Poland,",">50K"
21,"Some-college,","Never-married,","?,","Female,","25,","United-States,","<=50K"
19,"Some-college,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
28,"Bachelors,","Never-married,","Exec-managerial,","Female,","45,","United-States,","<=50K"
42,"Masters,","Divorced,","Adm-clerical,","Male,","60,","United-States,","<=50K"
29,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","55,","United-States,","<=50K"
38,"Assoc-voc,","Separated,","?,","Female,","25,","United-States,","<=50K"
26,"Some-college,","Never-married,","Other-service,","Male,","20,","United-States,","<=50K"
41,"Some-college,","Never-married,","Craft-repair,","Male,","60,","?,",">50K"
40,"Some-college,","Divorced,","Exec-managerial,","Female,","40,","United-States,","<=50K"
36,"Doctorate,","Never-married,","Prof-specialty,","Male,","40,","United-States,",">50K"
28,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
25,"Bachelors,","Never-married,","Adm-clerical,","Female,","20,","United-States,","<=50K"
42,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","60,","United-States,","<=50K"
32,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
32,"Assoc-acdm,","Never-married,","Adm-clerical,","Male,","30,","United-States,","<=50K"
37,"5th-6th,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
39,"HS-grad,","Married-civ-spouse,","Protective-serv,","Male,","56,","United-States,","<=50K"
49,"Bachelors,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
28,"HS-grad,","Never-married,","?,","Male,","40,","United-States,","<=50K"
24,"9th,","Never-married,","?,","Female,","20,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
31,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
40,"HS-grad,","Divorced,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
29,"7th-8th,","Never-married,","Handlers-cleaners,","Male,","30,","Mexico,","<=50K"
59,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","48,","United-States,","<=50K"
52,"Assoc-acdm,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,",">50K"
27,"Bachelors,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
45,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,",">50K"
58,"Bachelors,","Married-civ-spouse,","Other-service,","Male,","40,","South,","<=50K"
53,"Bachelors,","Never-married,","Exec-managerial,","Male,","40,","Cuba,","<=50K"
23,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","25,","United-States,","<=50K"
35,"11th,","Divorced,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
49,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
49,"Assoc-acdm,","Divorced,","Exec-managerial,","Female,","40,","United-States,","<=50K"
25,"12th,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
47,"Masters,","Divorced,","Prof-specialty,","Female,","50,","United-States,",">50K"
28,"Assoc-acdm,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
20,"Some-college,","Never-married,","Exec-managerial,","Female,","30,","United-States,","<=50K"
74,"5th-6th,","Married-civ-spouse,","?,","Male,","56,","Mexico,","<=50K"
19,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","24,","United-States,","<=50K"
28,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
31,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
61,"Some-college,","Married-spouse-absent,","?,","Male,","40,","United-States,","<=50K"
30,"Assoc-voc,","Married-civ-spouse,","Handlers-cleaners,","Male,","53,","United-States,","<=50K"
20,"Some-college,","Never-married,","?,","Male,","40,","Germany,","<=50K"
35,"7th-8th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","?,",">50K"
23,"Bachelors,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
25,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Female,","30,","United-States,",">50K"
19,"HS-grad,","Never-married,","Other-service,","Male,","30,","United-States,","<=50K"
30,"Masters,","Never-married,","Prof-specialty,","Male,","45,","United-States,",">50K"
26,"HS-grad,","Never-married,","Craft-repair,","Male,","35,","United-States,","<=50K"
34,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","45,","United-States,","<=50K"
49,"Bachelors,","Divorced,","Exec-managerial,","Female,","40,","United-States,","<=50K"
35,"Some-college,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
38,"HS-grad,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
36,"HS-grad,","Married-civ-spouse,","Handlers-cleaners,","Male,","20,","United-States,","<=50K"
33,"HS-grad,","Married-civ-spouse,","Prof-specialty,","Male,","48,","United-States,",">50K"
54,"Some-college,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
18,"10th,","Never-married,","?,","Male,","40,","United-States,","<=50K"
60,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
28,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
43,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
49,"5th-6th,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
25,"Bachelors,","Never-married,","Prof-specialty,","Male,","70,","United-States,","<=50K"
17,"10th,","Never-married,","Sales,","Male,","20,","United-States,","<=50K"
41,"Bachelors,","Married-civ-spouse,","Sales,","Male,","60,","United-States,",">50K"
30,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","35,","United-States,","<=50K"
90,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,",">50K"
25,"HS-grad,","Never-married,","Protective-serv,","Male,","40,","United-States,","<=50K"
27,"Assoc-voc,","Married-civ-spouse,","Sales,","Male,","35,","United-States,","<=50K"
29,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
55,"Some-college,","Married-civ-spouse,","Protective-serv,","Male,","40,","?,",">50K"
31,"Bachelors,","Never-married,","Exec-managerial,","Female,","40,","United-States,","<=50K"
43,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","99,","United-States,","<=50K"
63,"Masters,","Separated,","Prof-specialty,","Female,","40,","United-States,",">50K"
46,"7th-8th,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
59,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
42,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Female,","50,","United-States,",">50K"
26,"Bachelors,","Never-married,","Adm-clerical,","Female,","20,","United-States,","<=50K"
26,"Some-college,","Married-civ-spouse,","Sales,","Male,","45,","United-States,","<=50K"
20,"Some-college,","Never-married,","?,","Female,","30,","United-States,","<=50K"
19,"HS-grad,","Never-married,","?,","Female,","40,","United-States,","<=50K"
61,"9th,","Divorced,","Handlers-cleaners,","Male,","40,","Puerto-Rico,",">50K"
23,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
24,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,","<=50K"
35,"Bachelors,","Divorced,","Tech-support,","Male,","40,","Germany,",">50K"
42,"HS-grad,","Married-civ-spouse,","Sales,","Male,","12,","United-States,","<=50K"
31,"12th,","Divorced,","Other-service,","Female,","21,","United-States,","<=50K"
31,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Female,","55,","United-States,","<=50K"
63,"Bachelors,","Widowed,","Adm-clerical,","Female,","25,","United-States,","<=50K"
29,"Assoc-voc,","Never-married,","Tech-support,","Female,","64,","United-States,","<=50K"
43,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
22,"Bachelors,","Never-married,","Adm-clerical,","Female,","10,","Vietnam,","<=50K"
17,"11th,","Never-married,","Other-service,","Male,","25,","United-States,","<=50K"
23,"Bachelors,","Never-married,","Adm-clerical,","Male,","40,","United-States,",">50K"
35,"9th,","Divorced,","Craft-repair,","Male,","45,","United-States,","<=50K"
32,"HS-grad,","Divorced,","Other-service,","Female,","28,","United-States,","<=50K"
50,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,",">50K"
25,"HS-grad,","Never-married,","Transport-moving,","Male,","40,","?,","<=50K"
26,"Masters,","Married-spouse-absent,","Prof-specialty,","Female,","40,","United-States,","<=50K"
32,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
29,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,","<=50K"
57,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
90,"Masters,","Never-married,","Exec-managerial,","Male,","50,","United-States,",">50K"
35,"Assoc-voc,","Divorced,","Prof-specialty,","Female,","40,","United-States,",">50K"
31,"Some-college,","Married-civ-spouse,","Sales,","Male,","60,","United-States,",">50K"
60,"HS-grad,","Divorced,","Sales,","Female,","33,","United-States,","<=50K"
21,"Assoc-voc,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,","<=50K"
71,"Masters,","Widowed,","Prof-specialty,","Female,","40,","United-States,","<=50K"
22,"Assoc-voc,","Never-married,","Other-service,","Male,","30,","United-States,","<=50K"
50,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
37,"Some-college,","Married-civ-spouse,","Sales,","Male,","45,","United-States,",">50K"
23,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","Vietnam,","<=50K"
74,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","30,","United-States,","<=50K"
67,"Some-college,","Married-civ-spouse,","Sales,","Male,","70,","United-States,","<=50K"
59,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","43,","United-States,",">50K"
28,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
45,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","40,","United-States,","<=50K"
63,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","20,","United-States,","<=50K"
39,"Bachelors,","Never-married,","Prof-specialty,","Female,","63,","United-States,","<=50K"
33,"Some-college,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
32,"Bachelors,","Never-married,","Other-service,","Male,","40,","South,","<=50K"
34,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,",">50K"
39,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
29,"Masters,","Married-civ-spouse,","Adm-clerical,","Male,","36,","United-States,","<=50K"
22,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
53,"Bachelors,","Divorced,","Sales,","Female,","43,","United-States,",">50K"
46,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","42,","United-States,","<=50K"
51,"Some-college,","Married-civ-spouse,","Other-service,","Female,","40,","United-States,",">50K"
44,"Prof-school,","Divorced,","Prof-specialty,","Female,","99,","United-States,","<=50K"
56,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
27,"Bachelors,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
52,"9th,","Married-spouse-absent,","Machine-op-inspct,","Female,","30,","China,","<=50K"
39,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","United-States,",">50K"
45,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
37,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,","<=50K"
33,"HS-grad,","Divorced,","Adm-clerical,","Male,","40,","United-States,","<=50K"
35,"HS-grad,","Never-married,","?,","Female,","4,","United-States,","<=50K"
46,"5th-6th,","Married-civ-spouse,","Craft-repair,","Female,","45,","Italy,","<=50K"
35,"12th,","Married-civ-spouse,","Craft-repair,","Female,","50,","United-States,","<=50K"
33,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,","<=50K"
48,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
32,"HS-grad,","Divorced,","Machine-op-inspct,","Male,","50,","United-States,","<=50K"
18,"10th,","Never-married,","?,","Male,","40,","United-States,","<=50K"
20,"Some-college,","Never-married,","Other-service,","Female,","32,","United-States,","<=50K"
35,"HS-grad,","Never-married,","Transport-moving,","Male,","60,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Handlers-cleaners,","Female,","25,","United-States,","<=50K"
21,"HS-grad,","Never-married,","Sales,","Female,","40,","?,","<=50K"
56,"11th,","Separated,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
28,"Bachelors,","Never-married,","Adm-clerical,","Female,","16,","El-Salvador,","<=50K"
45,"HS-grad,","Divorced,","Craft-repair,","Female,","40,","United-States,","<=50K"
32,"Assoc-voc,","Married-civ-spouse,","Adm-clerical,","Female,","45,","United-States,","<=50K"
44,"Bachelors,","Married-civ-spouse,","Craft-repair,","Male,","12,","United-States,","<=50K"
55,"HS-grad,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
